epoch,accuracy,loss,val_accuracy,val_loss
27,0.9972124099731445,0.007963194511830807,0.9961230158805847,0.013072016648948193
28,0.9972224235534668,0.007917482405900955,0.9960590600967407,0.01331360824406147
29,0.9972619414329529,0.0078123328275978565,0.9962133765220642,0.012533259578049183
30,0.9973298907279968,0.007630941458046436,0.9961562156677246,0.013050474226474762
0,0.9953445792198181,0.02556179277598858,0.9958357214927673,0.0208927970379591
1,0.9958328604698181,0.01775069534778595,0.9958357214927673,0.01771908812224865
0,0.9952658414840698,0.0256686769425869,0.9958357214927673,0.022176505997776985
1,0.9958328604698181,0.018007120117545128,0.9958357214927673,0.01725093089044094
2,0.9958328604698181,0.016341719776391983,0.9958357214927673,0.01587153971195221
3,0.9958319067955017,0.015673374757170677,0.9958357214927673,0.016338327899575233
4,0.9958416223526001,0.014944741502404213,0.9958598017692566,0.01458748709410429
0,0.9952550530433655,0.0249616801738739,0.9958357214927673,0.018604086712002754
1,0.9958328604698181,0.017685668542981148,0.9958357214927673,0.01808590441942215
2,0.9958328604698181,0.016388023272156715,0.9958357214927673,0.01647724024951458
3,0.9958328604698181,0.015859970822930336,0.9958357214927673,0.01608753204345703
4,0.9958409667015076,0.015132615342736244,0.9958520531654358,0.014999235980212688
0,0.9984840750694275,0.010244687087833881,0.9989629983901978,0.005197117570787668
1,0.9989612698554993,0.005007300525903702,0.9989629983901978,0.004233791958540678
2,0.9989827275276184,0.004034658893942833,0.9990112781524658,0.003674493171274662
3,0.9990370273590088,0.0035440996289253235,0.9990590214729309,0.003283049911260605
4,0.9990705251693726,0.0032416225876659155,0.9990821480751038,0.003125605173408985
